symbol,sector,companyname,address,previousclose,dividend_yield,fifty_two_week_high,fifty_two_week_low,two_hundered_day_average,market_cap,environment_score,social_score,governance_score,profit_margins,book_value,trailing_eps,shares_outstanding,total_cash,debt_to_equity,return_on_equity,earnings_growth,ebitda,current_liabilities,revenue
ATOS,Healthcare,"Atossa Therapeutics, Inc.","107 Spring Street, Seattle, WA",0.707,,1.36,0.5,0.8422,91789736.0,,,,0.0,0.558,-1.975,126624000,117367000.0,,-0.18326001,,-24373000.0,3126000.0,0.0
SPRB,Healthcare,"Spruce Biosciences, Inc.","2001 Junipero Serra Boulevard, Daly City, CA",2.19,,3.57,0.955,1.80715,52068044.0,,,,0.0,5.121,-1.809,23560200,90400000.0,8.014,-0.44623002,,-44238000.0,8871000.0,0.0
PET,Technology,Wag! Group Co.,"2 Manhattanville Road, Purchase, NY",2.31,,13.13,1.581,4.370345,82393696.0,,,,-1.02659,,,36782900,28024000.0,358.933,,,-12947000.0,9980000.0,20082000.0
DARE,Healthcare,"Daré Bioscience, Inc.","3655 Nobel Drive, San Diego, CA",1.06,,1.88,0.82,1.071515,88218520.0,,,,-2.45468,-0.028,-0.911,84825504,40389544.0,2.212,-0.84306,,-24677408.0,16052856.0,0.0
LWAY,Consumer Defensive,"Lifeway Foods, Inc.","6431 West Oakton Street, Morton Grove, IL",6.06,,8.1,4.55,5.8463,93590400.0,,,,0.00084,3.003,0.207,15495100,8933000.0,13.143,0.0023100001,1.0,3772000.0,12063000.0,119065000.0
OMIC,Healthcare,"Singular Genomics Systems, Inc.","10931 North Torrey Pines Road, La Jolla, CA",1.16,,6.62,1.07,2.639325,86389280.0,,,,0.0,4.894,-2.75,71396096,264680000.0,21.324,-0.2847,,-88556000.0,6744000.0,0.0
BRDS,Industrials,"Bird Global, Inc.","392 NE 191st Street, Miami, FL",0.2538,,2.52,0.106,0.33593,89462208.0,,,,-1.64366,-16.34,-3.945,285087008,38529000.0,237.295,-3.84868,,-355764992.0,153052000.0,190544000.0
GNUS,Communication Services,"Genius Brands International, Inc.","190 North Canon Drive, Beverly Hills, CA",2.62,,12.4,2.466,6.2199,871249472.0,,,,-1.36286,0.461,-2.82,319139008,96966000.0,74.137,-0.41432,,-34516000.0,21131000.0,7873000.0
KORE,Communication Services,"KORE Group Holdings, Inc.","3700 Mansell Road, Alpharetta, GA",1.2,,6.32,1.06,2.32105,93073432.0,,,,-0.17412001,3.954,-158.002,76289696,42925000.0,171.652,-0.17575,,26677000.0,48188000.0,248217000.0
VSTM,Healthcare,"Verastem, Inc.","117 Kendrick Street, Needham, MA",0.4011,,2.13,0.29,0.72775,83311536.0,,,,0.0,0.676,-0.442,200654000,103976000.0,43.119,-0.92709,,-73930000.0,18590000.0,606000.0
PED,Energy,PEDEVCO Corp.,"Energy Center II, Houston, TX",0.95,,1.9,0.8,1.09957,90937720.0,,,,0.14499,1.044,-0.453,85790304,27361000.0,0.111,0.04496,,12891000.0,5181000.0,15860000.0
NEOV,Industrials,NeoVolta Inc.,"13651 Danielson Street, Poway, CA",2.615,,6.95,1.96,3.54079,84084224.0,,,,-1.44629,0.16,-0.427,32845400,3992651.0,,-1.20135,,,1454392.0,4473514.0
XOS,Industrials,"Xos, Inc.","3550 Tyburn Street, Los Angeles, CA",0.5068,,3.28,0.43,1.180435,88217848.0,,,,-1.36525,0.994,0.092,168034000,106373000.0,55.226,-0.29314,,-106212000.0,15983000.0,5048000.0
VORB,Industrials,"Virgin Orbit Holdings, Inc.","4022 East Conant Street, Long Beach, CA",0.3401,,7.59,0.19,2.6596,67402808.0,,,,0.0,,,337014016,71194000.0,65.263,-2.31665,,-184476000.0,47958000.0,7385000.0
DBD,Technology,"Diebold Nixdorf, Incorporated","50 Executive Parkway, Hudson, OH",1.08,,6.85,0.7,2.564,94893720.0,,,,-0.168,-10.648,-3.468,79078096,343700000.0,,,,78200000.0,1604900000.0,3460700000.0
BLI,Healthcare,"Berkeley Lights, Inc.","5858 Horton Street, EmeryVille, CA",1.275,,7.58,0.9797,3.005525,82637400.0,,,,-1.0301499,3.264,-1.002,68864496,134715008.0,29.465,-0.45707,,-76888000.0,32751000.0,85388000.0
VNCE,Consumer Cyclical,Vince Holding Corp.,"500 5th Avenue, New York, NY",7.0,,9.5,5.88,7.3624,85460760.0,,,,-0.08243,5.606,-5.58,12332000,1157000.0,723.466,-0.68084997,,-7823000.0,91517000.0,322683000.0
VBIV,Healthcare,VBI Vaccines Inc.,"160 Second Street, Cambridge, MA",0.3148,,1.85,0.24,0.6634,78251872.0,,,,0.0,0.695,-0.212,258256992,83550000.0,61.924,-0.90953004,,-79243000.0,32586000.0,631000.0
SNCR,Technology,"Synchronoss Technologies, Inc.","200 Crossing Boulevard, Bridgewater, NJ",0.94,,1.91,0.51,1.08235,85414224.0,,,,0.02032,1.018,-1.161,90866200,22584000.0,116.605,0.03554,,31535000.0,95381000.0,280615000.0
HYMC,Basic Materials,Hycroft Mining Holding Corporation,"Unit 1, Winnemucca, NV",0.4374,,2.31,0.31,0.707345,86597184.0,,,,-2.05625,-0.356,-0.965,200271008,153594000.0,190.311,-3.44813,,-66057000.0,31265000.0,110734000.0
ACR,Real Estate,ACRES Commercial Realty Corp.,"390 RXR Plaza, Uniondale, NY",9.42,,13.54,7.23,9.1913,84422576.0,,,,0.16895,53.596,-1.0,8685450,66232000.0,432.963,0.023440002,,,24610000.0,62875000.0
ORN,Industrials,"Orion Group Holdings, Inc.","12000 Aerospace Avenue, Houston, TX",2.6,,3.35,2.1,2.5952,83022192.0,,,,-0.02308,5.285,0.608,32054900,2737000.0,55.252,-0.11033,,5733000.0,161737000.0,601360000.0
HYFM,Industrials,"Hydrofarm Holdings Group, Inc.","1510 Main Street, Shoemakersville, PA",1.8,,15.835,1.18,2.515175,78144792.0,,,,-0.66385,14.4,0.39,45170400,16493000.0,44.869,-0.51338,,-21862000.0,88415000.0,479420000.0
AMTX,Energy,"Aemetis, Inc.","20400 Stevens Creek Boulevard, Cupertino, CA",2.15,,13.78,2.1,5.6928,81301848.0,,,,-0.33929002,-8.092,-1.745,35043900,251000.0,,,,-15071000.0,65330000.0,211949000.0
FRBK,Financial Services,"Republic First Bancorp, Inc.","Two Liberty Place, Philadelphia, PA",1.19,,5.01,1.12,2.74375,86752496.0,,,,0.14008,5.233,0.185,63788600,86409000.0,,0.08207,-0.246,,5200004000.0,156207000.0
STIM,Healthcare,"Neuronetics, Inc.","3222 Phoenixville Pike, Malvern, PA",2.91,,6.952,1.98,4.4009,79214568.0,,,,-0.58849996,1.334,-1.458,27221500,73698000.0,63.006,-0.47388,,-32457000.0,15703000.0,55312000.0
PXLW,Technology,"Pixelworks, Inc.","16760 SW Upper Boones Ferry Road, Portland, OR",1.48,,2.95,1.34,1.75315,81186880.0,,,,-0.24893999,1.035,-0.652,54856000,57615000.0,5.289,-0.23039,,-13935000.0,16438000.0,55102000.0
XLO,Healthcare,"Xilio Therapeutics, Inc.","828 Winter Street, Waltham, MA",2.95,,7.53,1.95,2.750885,87084976.0,,,,0.0,-175.178,-107.157,27471600,139143008.0,16.029,-0.80343,,-83786000.0,12778000.0,0.0
QUIK,Technology,QuickLogic Corporation,"2220 Lundy Avenue, San Jose, CA",5.88,,9.21,4.8,6.48465,77888248.0,,,,-0.29226,1.126,-1.14,13112500,20036000.0,129.932,-0.42147,,-4248000.0,18873000.0,12685000.0
BWEN,Industrials,"Broadwind, Inc.","3240 South Central Avenue, Cicero, IL",3.7,,6.1,1.46,2.81925,79385472.0,,,,-0.06741,2.401,-0.09,20673300,1509000.0,98.772,-0.20742,,-2321000.0,42683000.0,145619000.0
BNED,Consumer Cyclical,"Barnes & Noble Education, Inc.","120 Mountain View Boulevard, Basking Ridge, NJ",1.55,,3.98,1.38,2.3861,79950176.0,,,,-0.05071,6.698,-2.612,52598800,19129000.0,286.116,-0.32636002,0.02,-13011000.0,415320000.0,1531400000.0
FATH,Technology,Fathom Digital Manufacturing Corporation,"1050 Walnut Ridge Drive, Hartland, WI",0.664,,7.91,0.538,2.37643,73689440.0,,,,-2.4337301,3.637,-3.935,65529800,8004000.0,60.895,-5.57421,,14265000.0,49869000.0,152196000.0
SPRO,Healthcare,"Spero Therapeutics, Inc.","675 Massachusetts Avenue, Cambridge, MA",1.44,,7.87,0.68,1.475135,75075344.0,,,,0.0,4.513,-3.521,51776100,50446000.0,21.244,-1.41885,,-82995000.0,18670000.0,18256000.0
SND,Energy,"Smart Sand, Inc.","1725 Hughes Landing Boulevard, The Woodlands, TX",1.72,,4.95,1.37,1.90406,79686816.0,,,,-0.07172,6.947,0.94,45276600,10371000.0,22.263,-0.06329,,6501000.0,48550000.0,126648000.0
BLPH,Healthcare,"Bellerophon Therapeutics, Inc.","184 Liberty Corner Road, Warren, NJ",7.46,,8.44,0.67,1.87949,75313600.0,,,,0.0,4.03,-3.171,9545450,11317000.0,5.331,-1.14916,,-21495000.0,5052000.0,0.0
AREN,Communication Services,"The Arena Group Holdings, Inc.","200 Vesey Street, New York, NY",3.87,,16.5,3.82,10.5847,77788600.0,,,,-0.31619,,,18303200,13303000.0,,,,-38872080.0,116412415.0,189140334.0
IDEX,Industrials,"Ideanomics, Inc.","1441 Broadway, New York, NY",0.1131,,1.15,0.1,0.35375,63660924.0,,,,-2.64786,0.541,-0.461,589452992,25186000.0,11.102,-0.73003,,-140064992.0,91117000.0,114080000.0
DTIL,Healthcare,"Precision BioSciences, Inc.","302 East Pettigrew Street, Durham, NC",0.702,,3.39,0.682,1.341805,83618704.0,,,,0.0,0.843,-2.095,110959000,212051008.0,32.542,-1.13483,,-102614000.0,35980000.0,115529000.0
BBIG,Consumer Cyclical,"Vinco Ventures, Inc.","6 North Main Street, Fairport, NY",0.3211,,2.346939,0.31,0.79290146,74908200.0,,,,0.0,-1.815,-23.171,233140992,130999952.0,,,,-95217984.0,70089546.0,9791372.0
REKR,Technology,"Rekor Systems, Inc.","6721 Columbia Gateway Drive, Columbia, MD",1.22,,5.08,0.562,1.399115,72452248.0,,,,0.0,0.763,-0.641,57961800,7869000.0,34.432,-1.02792,,-45435000.0,13821000.0,14294000.0
PRDS,Healthcare,"Pardes Biosciences, Inc.","2173 Salk Avenue, Carlsbad, CA",1.23,,8.75,0.75,2.073285,81489280.0,,,,0.0,-15.341,,61734300,209055008.0,,-0.77249,,,8965000.0,0.0
TALS,Healthcare,"Talaris Therapeutics, Inc.","570 South Preston Street, Louisville, KY",1.79,,10.56,0.89,2.595835,77985968.0,,,,0.0,6.279,-1.953,40331900,193868992.0,1.593,-0.30901,,-69823000.0,7987000.0,0.0
MDV,Real Estate,Modiv Inc.,"3080 Bristol Street, Costa Mesa, CA",10.49,0.0907,19.5,9.61,13.295105,79574800.0,,,,-0.16209999,,,7485870,10513791.0,82.444,-0.03168,-0.125,18749176.0,17598023.0,36498759.0
DLA,Consumer Cyclical,"Delta Apparel, Inc.","2750 Premiere Parkway, Duluth, GA",11.1,,32.8,9.66,16.236,77013968.0,,,,0.040710002,20.612,-1.536,7001270,300000.0,121.749,0.113809995,,42767000.0,137561000.0,484859000.0
HRTG,Financial Services,"Heritage Insurance Holdings, Inc.","1401 North Westshore Boulevard, Tampa, FL",2.97,0.105299994,6.959,1.12,2.3516,79699312.0,,,,-0.33011,15.95,0.33,25876400,297548000.0,127.602,-0.82676005,,-54337000.0,1476161000.0,631561000.0
FARM,Consumer Defensive,Farmer Bros. Co.,"1912 Farmer Brothers Drive, Northlake, TX",3.87,,7.83,3.61,4.9338,75442536.0,,,,-0.05801,5.467,-4.262,19544700,18894000.0,169.664,-0.30597,,-4791000.0,87603000.0,469193000.0
KINZ,Financial Services,KINS Technology Group Inc.,"Four Palo Alto Square, Palo Alto, CA",8.9,,13.47,1.58,9.76288,77909720.0,,,,0.0,-0.726,,938000,219337.0,,,-0.094,,767253.0,0.0
SEEL,Healthcare,"Seelos Therapeutics, Inc.","300 Park Avenue, New York, NY",0.692,,1.52,0.48,0.88705,74074520.0,,,,0.0,0.316,-0.624,107168000,30511000.0,271.57,-2.03329,,,8287000.0,0.0
GROV,Consumer Defensive,"Grove Collaborative Holdings, Inc.","1301 Sansome Street, San Francisco, CA",0.4206,,12.503,0.182,2.388755,80580608.0,,,,-0.31969,,,101834000,103791000.0,348.029,-2.5409598,,-139876000.0,69214000.0,383685000.0
SOHO,Real Estate,Sotherly Hotels Inc.,"306 South Henry Street, Williamsburg, VA",1.98,,3.11,1.48,2.09245,77262760.0,,,,0.073410004,-3.636,-4.049,18951500,23011472.0,714.716,0.29926002,,34847048.0,40085644.0,127387924.0
LEE,Communication Services,"Lee Enterprises, Incorporated","4600 E. 53rd Street, Davenport, IA",12.2,,28.49,12.17,18.13255,74417632.0,,,,-0.00155,-2.443,1.318,5977320,15661000.0,952.638,0.01615,,104910320.0,,780969000.0
STRC,Technology,Sarcos Technology and Robotics Corporation,"650 South 500 West, Salt Lake City, UT",0.461,,7.09,0.38,1.78325,73408080.0,,,,0.0,1.718,-4.128,154640992,135380992.0,0.881,-0.42308,,-106982000.0,6161000.0,5075000.0
DAVE,Technology,Dave Inc.,"750 North San Vicente Boulevard 900W, West Hollywood, CA",5.92,,239.68,5.57,13.357835,71603744.0,,,,-0.65803003,,,10301800,223880992.0,135.879,-1.39442,,-125597000.0,68634000.0,153013000.0
UPXI,Communication Services,"Upexi, Inc.","17129 US Hwy 19 N, Clearwater, FL",4.19,,6.08,2.53,4.2282,72740840.0,,,,-0.09967,,,17960700,3298663.0,59.291,-0.15864,,-1094847.0,10127748.0,44584996.0
CPTN,Technology,"Cepton, Inc.","399 West Trimble Road, San Jose, CA",0.467,,4.17,0.403,1.4652,72703680.0,,,,1.93784,,,156554000,21618000.0,82.998,0.82701,,-56624000.0,5324000.0,4502000.0
PIRS,Healthcare,"Pieris Pharmaceuticals, Inc.","255 State Street, Boston, MA",1.03,,3.34,0.846,1.38174,72620552.0,,,,-1.21783,0.554,-0.683,74406304,69823000.0,34.157,-0.77454,,-40150000.0,50561000.0,31418000.0
AQST,Healthcare,"Aquestive Therapeutics, Inc.","30 Technology Drive, Warren, NJ",1.15,,2.66,0.618,0.966415,61737840.0,,,,-1.47689,-1.403,-1.658,54156000,18649000.0,,,,-40114000.0,21964000.0,50832000.0
ADVM,Healthcare,"Adverum Biotechnologies, Inc.","800 Saginaw Drive, Redwood City, CA",0.72,,1.82,0.531,0.937395,71545584.0,,,,0.0,4.453,-1.38,99729000,203264000.0,50.735,-0.56359,,-144788992.0,21320000.0,7500000.0
PHUN,Technology,"Phunware, Inc.","7800 Shoal Creek Boulevard, Austin, TX",0.644,,2.64,0.611,1.150745,72865880.0,,,,0.0,-0.035,-0.501,102628000,8538000.0,51.722,-3.13557,,-25330750.0,30293000.0,10643000.0
ENSC,Healthcare,"Ensysce Biosciences, Inc.","7946 Ivanhoe Avenue, La Jolla, CA",6.7908,,396.0,4.68,53.74908,31172382.0,,,,0.0,-0.004,-0.78,6414070,4503081.0,,,,-20027940.0,16481666.0,3531199.0
BSGM,Healthcare,"BioSig Technologies, Inc.","55 Greens Farms Road, Westport, CT",1.13,,1.49,0.251,0.74888,66824404.0,,,,0.0,0.792,-1.872,58617900,887000.0,45.487,-2.8386402,,-29000000.0,2576000.0,441000.0
MGLD,Financial Services,"The Marygold Companies, Inc.","120 Calle Iglesia, San Clemente, CA",1.81,,2.3,0.967,1.477585,69796056.0,,,,0.09518,,,39383500,18583040.0,5.553,0.13412,,5359313.0,4807649.0,37829123.0
ATER,Consumer Cyclical,"Aterian, Inc.","37 East 18th Street, New York, NY",0.8196,,7.26,0.672,1.587785,69556800.0,,,,-0.79532,,,80870600,25997000.0,26.689,-1.17073,,-42452000.0,83742000.0,247767000.0
AKA,Consumer Cyclical,a.k.a. Brands Holding Corp.,"100 Montgomery Street, San Francisco, CA",0.5583,,4.7,0.529,1.76504,70166080.0,,,,-0.0043099998,3.23,-0.007,128816000,31114000.0,42.781,-0.0068699997,,38483000.0,108015000.0,562191000.0
OESX,Industrials,"Orion Energy Systems, Inc.","2210 Woodland Drive, Manitowoc, WI",2.04,,2.98,1.41,1.85195,64928736.0,,,,-0.39075002,1.163,0.112,31984600,8142000.0,13.165,-0.58354,,-8068000.0,18374000.0,124383000.0
WRAP,Technology,"Wrap Technologies, Inc.","1817 West 4th Street, Tempe, AZ",1.7,,3.72,1.07,1.93705,70733800.0,,,,-2.7934299,1.116,-0.593,41124300,23693000.0,1.092,-0.5121,,-19398000.0,2857000.0,7729000.0
ROOT,Financial Services,"Root, Inc.","80 East Rich Street, Columbus, OH",4.58,,38.52,3.31,10.01888,63591004.0,,,,-1.02254,2.566,-2.336,9100000,820099968.0,66.358,-0.63064,,-279800000.0,315100000.0,345400000.0
LYRA,Healthcare,"Lyra Therapeutics, Inc.","480 Arsenal Way, Watertown, MA",2.08,,8.18,1.86,4.196465,63972268.0,,,,0.0,3.629,-2.845,31827000,109558000.0,0.705,-0.77858,,-53666000.0,18246000.0,285000.0
CURO,Financial Services,CURO Group Holdings Corp.,"3615 North Ridge Road, Wichita, KS",1.62,0.0934,13.37,1.35,4.59145,70039744.0,,,,-0.02708,3.872,1.574,40485400,50283000.0,2021.411,-0.17376,,119321000.0,205570000.0,817843000.0
SMSI,Technology,"Smith Micro Software, Inc.","5800 Corporate Drive, Pittsburgh, PA",1.08,,4.18,0.95,2.33025,65235036.0,,,,-0.48883,1.424,0.1,56237100,19001000.0,14.328,-0.27046,,-22383000.0,9368000.0,58422000.0
HOUR,Consumer Cyclical,"Hour Loop, Inc.","8201 164th Avenue NE, Redmond, WA",2.07,,5.3,1.95,2.776835,70260416.0,,,,0.02243,0.004,0.146,35042600,1704106.0,72.84,0.44641,-0.493,,16162546.0,62792981.0
GECC,Financial Services,Great Elm Capital Corp.,"800 South Street, Waltham, MA",8.86,0.1903,15.17,7.8,10.27912,68417640.0,,,,-1.2991,3.457,-2.401,7601960,1502000.0,149.569,-0.31264,,,209760000.0,25254000.0
HHS,Communication Services,"Harte Hanks, Inc.","2 Executive Drive, Chelmsford, MA",9.4,,17.88,7.15,11.7694,68862664.0,,,,0.08221,-5.503,1.734,7318030,6907000.0,,,0.576,17301000.0,42442000.0,194596000.0
VGZ,Basic Materials,Vista Gold Corp.,"7961 Shaffer Parkway, Littleton, CO",0.5799,,1.09,0.46,0.5752,71220816.0,,,,0.0,0.13,0.003,118307000,9580000.0,,-0.69807,,-9562000.0,1788000.0,0.0
FNGR,Communication Services,"FingerMotion, Inc.","1460 Broadway, New York, NY",1.41,,9.795,0.62,2.93805,69474896.0,,,,-0.26197,-0.011,-0.099,46316600,11870526.0,46.616,-0.78869003,,-6291503.0,5278655.0,22927415.0
GLYC,Healthcare,"GlycoMimetics, Inc.","9708 Medical Center Drive, Rockville, MD",1.25,,4.16,0.51,1.4256,66054112.0,,,,0.0,2.428,-1.213,52423900,51624780.0,2.453,-0.74461,,-53983504.0,11824390.0,1159767.0
IMUX,Healthcare,"Immunic, Inc.","1200 Avenue of the Americas, New York, NY",1.44,,12.639,1.11,2.97655,66093568.0,,,,0.0,7.501,-2.81,44358100,72771000.0,1.06,-0.6695,,-83784000.0,11401000.0,0.0
VWE,Consumer Defensive,"Vintage Wine Estates, Inc.","937 Tahoe Boulevard, Incline Village, NV",1.05,,11.15,0.96,3.997275,66009480.0,,,,-0.00786,6.013,0.105,61691100,50448000.0,100.14,-0.00782,-0.642,-2181000.0,197275000.0,282870000.0
FLNT,Communication Services,"Fluent, Inc.","300 Vesey Street, New York, NY",0.8,,2.12,0.64,1.30425,65559904.0,,,,-0.13822,2.841,0.028,79951104,33106000.0,30.253,-0.28236,,23422000.0,57940000.0,329250000.0
VTVT,Healthcare,vTv Therapeutics Inc.,"3980 Premier Drive, High Point, NC",0.79,,1.4,0.382,0.879765,65822452.0,,,,0.0,-1.482,-0.18,81483600,15354000.0,14.375,-1.85428,,-25615000.0,8498000.0,4005000.0
RLMD,Healthcare,"Relmada Therapeutics, Inc.","2222 Ponce de Leon Boulevard, Coral Gables, FL",2.24,,38.68,1.81,13.7259,68024192.0,,,,0.0,6.464,-3.813,30099200,184152176.0,,-1.28416,,-156728480.0,15060925.0,0.0
CLSD,Healthcare,"Clearside Biomedical, Inc.","900 North Point Parkway, Alpharetta, GA",0.957,,2.54,0.9,1.33054,62598324.0,,,,-0.17145,0.169,-0.392,60190700,53381000.0,2.195,-0.25142,,-3332000.0,4640000.0,29575000.0
GRNA,Healthcare,GreenLight Biosciences Holdings,"200 Boston Avenue, Medford, MA",0.4383,,10.94,0.317,1.7589,65531084.0,,,,0.0,,,151552000,98353000.0,35.161,-3.6882,,-150716000.0,62341000.0,1595000.0
AUGX,Healthcare,"Augmedix, Inc.","111 Sutter Street, San Francisco, CA",1.72,,3.17,1.01,1.5537,65132028.0,,,,-0.85243,-0.264,-0.607,37432200,26251000.0,264.564,,,-21197000.0,13994000.0,22165000.0
EXPR,Consumer Cyclical,"Express, Inc.","1 Express Drive, Columbus, OH",0.8,,4.02,0.7,1.35305,58130576.0,,,,-0.01633,0.149,-6.274,73741696,24592000.0,,,,42979000.0,586653000.0,1870296000.0
EMBK,Technology,"Embark Technology, Inc.","424 Townsend Street, San Francisco, CA",2.61,,134.4,2.02,6.486125,65815536.0,,,,0.0,0.558,-1.144,19067900,191690000.0,12.063,-1.22479,,-179667008.0,5997000.0,0.0
CULP,Consumer Cyclical,"Culp, Inc.","1823 Eastchester Drive, High Point, NC",5.15,,8.08,3.95,4.9358,63927756.0,,,,-0.093660004,10.429,-2.124,12293800,19137000.0,6.708,-0.20978001,,-12816000.0,32556000.0,294839000.0
SLNG,Energy,"Stabilis Solutions, Inc.","11750 Katy Freeway, Houston, TX",3.45,,12.32,3.0,5.3939,67140872.0,,,,-0.052950002,3.545,-0.325,18386700,11389000.0,22.455,-0.06408,,4607000.0,15627000.0,77165000.0
JOAN,Consumer Cyclical,JOANN Inc.,"5555 Darrow Road, Hudson, OH",1.69,0.0991,11.55,1.52,5.681225,64851332.0,,,,-0.04244,3.56,1.998,40787000,28500000.0,4542.956,-1.01001,,-10200000.0,576800000.0,2417600000.0
AXDX,Healthcare,"Accelerate Diagnostics, Inc.","3950 South Country Club Road, Tucson, AZ",0.71,,3.74,0.45,1.11595,69369648.0,,,,0.0,-1.09,-1.396,99099504,55394000.0,,,,-65216000.0,6945000.0,11782000.0
INSG,Technology,Inseego Corp.,"12600 Deerfield Parkway, Alpharetta, GA",0.5745,,4.25,0.55,1.6324,62811844.0,,,,-0.24147,-0.28,-1.187,107850000,18933000.0,,,,-38605000.0,74830000.0,262399000.0
VIRX,Healthcare,"Viracta Therapeutics, Inc.","2533 South Coast Highway 101, Cardiff-by-the-Sea, CA",1.54,,5.75,1.21,2.9997,60733708.0,,,,0.0,2.643,-4.351,38197300,77067000.0,7.737,-0.58582,,-50121000.0,9084000.0,0.0
IDAI,Technology,T Stamp Inc.,"3017 Bolling Way NE, Atlanta, GA",2.37,,40.25,1.75,4.856405,62377752.0,,,,-1.44504,0.15,-0.768,24271500,2930591.0,27.732,-4.29283,,-9786227.0,2399986.0,3677896.0
ARMP,Healthcare,"Armata Pharmaceuticals, Inc.","4503 Glencoe Avenue, Marina del Rey, CA",1.61,,5.79,0.83,3.03795,60361648.0,,,,0.0,1.009,-1.351,36144700,25382000.0,86.548,-0.94184,,-31742000.0,4814000.0,4474000.0
FTK,Energy,"Flotek Industries, Inc.","8846 North Sam Houston Pkwy West, Houston, TX",0.7139,,1.64,0.66,1.10745,53480036.0,,,,-0.39456,0.671,-1.997,77507296,8508000.0,508.206,-1.41507,,-35612000.0,18777000.0,43268000.0
LOAN,Real Estate,"Manhattan Bridge Capital, Inc.","60 Cutter Mill Road, Great Neck, NY",5.23,0.0887,6.43,5.07,5.55405,59509096.0,,,,0.77761,3.438,0.449,11494900,109708.0,68.167,0.11715999,0.099,,2234824.0,5762342.0
RPID,Healthcare,"Rapid Micro Biosystems, Inc.","1001 Pawtucket Boulevard West, Lowell, MA",1.3,,6.885,1.01,2.579785,55012532.0,,,,0.0,5.677,-1.914,36440900,116101000.0,4.588,-0.28500998,,-57288000.0,18166000.0,23232000.0
GAIA,Communication Services,"Gaia, Inc.","833 West South Boulder Road, Louisville, CO",2.77,,5.7,2.05,3.0734,57841236.0,,,,-0.0010800001,3.87,0.027,15406200,10841000.0,23.569,0.0025099998,,16364000.0,29809000.0,79573000.0
ELVT,Financial Services,"Elevate Credit, Inc.","4150 International Plaza, Fort Worth, TX",1.86,,3.27,0.6681,1.7951155,58832632.0,,,,-0.13635,4.564,0.956,31461300,72599000.0,341.566,-0.43513,,623000.0,86801000.0,416637000.0
HEPA,Healthcare,"Hepion Pharmaceuticals, Inc.","399 Thornall Street, Edison, NJ",0.736,,1.22,0.26,0.59421,59192284.0,,,,0.0,1.324,-0.504,76229600,59145192.0,0.178,-0.55726004,,-44633408.0,8206396.0,0.0
QNCX,Healthcare,"Quince Therapeutics, Inc.","601 Gateway Blvd, South San Francisco, CA",1.54,,6.8,0.54,1.30878,56363264.0,,,,0.0,,,36130300,94343000.0,0.402,-0.58626,,-67069000.0,14222000.0,0.0
RVP,Healthcare,"Retractable Technologies, Inc.","511 Lobo Lane, Little Elm, TX",1.77,,5.17,1.61,2.5788,57640100.0,,,,0.21388,1.461,0.8,32937200,39731928.0,1.734,0.31944,-0.158,39047104.0,35324803.0,188382454.0
GIFI,Industrials,"Gulf Island Fabrication, Inc.","16225 Park Ten Place, Houston, TX",3.55,,5.74,3.1,4.2662,58915840.0,,,,-0.07763,8.227,-1.788,15923200,36066000.0,2.652,-0.094969995,-0.892,-4840000.0,29954000.0,93452000.0
NHTC,Consumer Cyclical,Natural Health Trends Corp.,"Mira Place Tower A, Tsim Sha Tsui, Hong Kong",4.9,0.1527,7.43,3.27,4.63535,56427152.0,,,,0.00637,6.236,0.07,11422500,69667000.0,8.223,0.0057099997,-0.177,-66000.0,20438000.0,49134000.0
LUCD,Healthcare,Lucid Diagnostics Inc.,"One Grand Central Place, New York, NY",1.39,,3.64,1.105,1.9018,54751480.0,,,,0.0,-1.71,-1.382,39108200,29323000.0,7.275,-30.92204,,-51162000.0,4260000.0,500000.0
LRFC,Financial Services,Logan Ridge Finance Corporation,"4201 Congress Street, Charlotte, NC",20.65,,25.0,14.43,20.321495,56390252.0,,,,-0.87566,40.671,0.683,2711070,11263000.0,108.713,-0.115959994,,,12385000.0,16754000.0
NCSM,Energy,"NCS Multistage Holdings, Inc.","19350 State Highway 249, Houston, TX",23.15,,52.47,20.56,26.925856,57080740.0,,,,-0.00936,38.456,-3.989,2408470,9877000.0,12.24,-0.011670001,0.386,1603000.0,19818000.0,118502000.0
BLGO,Basic Materials,"BioLargo, Inc.","14921 Chestnut Street, Westminster, CA",0.2025,,0.32,0.15,0.214,56432940.0,,,,-1.2920799,0.017,-0.043,275416992,1268000.0,73.389,-3.63307,,-5286000.0,1374000.0,2531000.0
WWR,Basic Materials,"Westwater Resources, Inc.","6950 South Potomac Street, Centennial, CO",1.13,,2.01,0.77,1.1352,53354036.0,,,,0.0,2.998,-2.679,48066700,100308000.0,0.089,-0.09,,-11792000.0,5324000.0,0.0
CRIS,Healthcare,"Curis, Inc.","Building C, Lexington, MA",0.5498,,1.77,0.47,0.813,57453448.0,,,,0.0,1.428,-0.615,96398400,98689000.0,7.536,-0.74329,,-55188000.0,13438000.0,10649000.0
SYRS,Healthcare,"Syros Pharmaceuticals, Inc.","35 CambridgePark Drive, Cambridge, MA",2.72,,13.19,2.58,5.712725,54003156.0,,,,0.0,1.611,-1.825,20225900,244480992.0,49.524,-0.96665,,-122329000.0,31508000.0,23488000.0
